Census Tract,FIPS Code,Formatted FIPS,Estimated typical (median) age of all people between 2010-2014.,Estimated typical (median) age of all people between 2010-2014.,Estimated typical (median) age of all people between 2010-2014.
"36061009300, NY",36061009300,36061009300,40,,
"36061009100, NY",36061009100,36061009100,39,,
"36047055000, NY",36047055000,36047055000,36,,
"36005031800, NY",36005031800,36005031800,41,,
"36061000201, NY",36061000201,36061000201,40,,
"36061012800, NY",36061012800,36061012800,53,,
"36081011300, NY",36081011300,36081011300,35,,
"36061017300, NY",36061017300,36061017300,40,,
"36047006900, NY",36047006900,36047006900,33,,
"36047045800, NY",36047045800,36047045800,40,,
"36061007700, NY",36061007700,36061007700,38,,
"36061020300, NY",36061020300,36061020300,21,,
"36081116100, NY",36081116100,36081116100,48,,
"36061014500, NY",36061014500,36061014500,40,,
"36061027900, NY",36061027900,36061027900,33,,
"36061013000, NY",36061013000,36061013000,59,,
"36061004000, NY",36061004000,36061004000,30,,
"36047026800, NY",36047026800,36047026800,33,,
"36081018600, NY",36081018600,36081018600,31,,
"36061012100, NY",36061012100,36061012100,43,,
"36047096200, NY",36047096200,36047096200,35,,
"36061017200, NY",36061017200,36061017200,33,,
"36061027300, NY",36061027300,36061027300,38,,
"36061009000, NY",36061009000,36061009000,36,,
"36061006300, NY",36061006300,36061006300,41,,
"36081026000, NY",36081026000,36081026000,27,,
"36005019900, NY",36005019900,36005019900,32,,
"36061006400, NY",36061006400,36061006400,36,,
"36005031600, NY",36005031600,36005031600,39,,
"36047019400, NY",36047019400,36047019400,35,,
"36081028300, NY",36081028300,36081028300,41,,
"36047073600, NY",36047073600,36047073600,33,,
"36081027500, NY",36081027500,36081027500,35,,
"36061011900, NY",36061011900,36061011900,60,,
"36005023900, NY",36005023900,36005023900,28,,
"36061016400, NY",36061016400,36061016400,34,,
"36061015400, NY",36061015400,36061015400,38,,
"36005014100, NY",36005014100,36005014100,31,,
"36061019600, NY",36061019600,36061019600,41,,
"36061007800, NY",36061007800,36061007800,33,,
"36047112400, NY",36047112400,36047112400,30,,
"36061007000, NY",36061007000,36061007000,32,,
"36047093400, NY",36047093400,36047093400,41,,
"36081027900, NY",36081027900,36081027900,40,,
"36061018200, NY",36061018200,36061018200,33,,
"36061009800, NY",36061009800,36061009800,39,,
"36061011800, NY",36061011800,36061011800,38,,
"36061018400, NY",36061018400,36061018400,30,,
"36081001800, NY",36081001800,36081001800,31,,
"36061021200, NY",36061021200,36061021200,42,,
"36081018800, NY",36081018800,36081018800,35,,
"36061011000, NY",36061011000,36061011000,35,,
"36047032700, NY",36047032700,36047032700,40,,
"36047046202, NY",36047046202,36047046202,27,,
"36081060000, NY",36081060000,36081060000,47,,
"36081027800, NY",36081027800,36081027800,34,,
"36061026900, NY",36061026900,36061026900,39,,
"36005042400, NY",36005042400,36005042400,37,,
"36047096400, NY",36047096400,36047096400,36,,
"36061011500, NY",36061011500,36061011500,34,,
"36061019300, NY",36061019300,36061019300,34,,
"36081023600, NY",36081023600,36081023600,42,,
"36047074800, NY",36047074800,36047074800,31,,
"36005025700, NY",36005025700,36005025700,35,,
"36081003800, NY",36081003800,36081003800,31,,
"36047013000, NY",36047013000,36047013000,37,,
"36061010900, NY",36061010900,36061010900,33,,
"36047057100, NY",36047057100,36047057100,33,,
"36005045101, NY",36005045101,36005045101,34,,
"36061011300, NY",36061011300,36061011300,30,,
"36061004800, NY",36061004800,36061004800,33,,
"36047022200, NY",36047022200,36047022200,23,,
"36061010100, NY",36061010100,36061010100,35,,
"36061005800, NY",36061005800,36061005800,34,,
"36047018000, NY",36047018000,36047018000,37,,
"36061009600, NY",36061009600,36061009600,49,,
"36047024800, NY",36047024800,36047024800,31,,
"36061019400, NY",36061019400,36061019400,32,,
"36061022000, NY",36061022000,36061022000,36,,
"36047047400, NY",36047047400,36047047400,26,,
"36005042200, NY",36005042200,36005042200,39,,
"36061011100, NY",36061011100,36061011100,31,,
"36047020100, NY",36047020100,36047020100,34,,
"36061007200, NY",36061007200,36061007200,31,,
"36047022400, NY",36047022400,36047022400,21,,
"36047052800, NY",36047052800,36047052800,35,,
"36005025500, NY",36005025500,36005025500,33,,
"36081027700, NY",36081027700,36081027700,36,,
"36047048600, NY",36047048600,36047048600,29,,
"36047025400, NY",36047025400,36047025400,41,,
"36061017700, NY",36061017700,36061017700,44,,
"36061009700, NY",36061009700,36061009700,48,,
"36047052900, NY",36047052900,36047052900,21,,
"36061006600, NY",36061006600,36061006600,37,,
"36047018800, NY",36047018800,36047018800,36,,
"36005024400, NY",36005024400,36005024400,35,,
"36081028100, NY",36081028100,36081028100,43,,
"36061013300, NY",36061013300,36061013300,34,,
"36005041300, NY",36005041300,36005041300,34,,
"36061006800, NY",36061006800,36061006800,32,,
"36047050700, NY",36047050700,36047050700,15,,
"36061012500, NY",36061012500,36061012500,31,,
"36005024900, NY",36005024900,36005024900,N/A,,
"36061007600, NY",36061007600,36061007600,28,,
"36061015300, NY",36061015300,36061015300,41,,
"36061008100, NY",36061008100,36061008100,40,,
"36061013100, NY",36061013100,36061013100,41,,
"36005038900, NY",36005038900,36005038900,25,,
"36047038300, NY",36047038300,36047038300,35,,
"36061014900, NY",36061014900,36061014900,46,,
"36061008300, NY",36061008300,36061008300,35,,
"36047050100, NY",36047050100,36047050100,33,,
"36047038500, NY",36047038500,36047038500,36,,
"36061012700, NY",36061012700,36061012700,40,,
"36047086800, NY",36047086800,36047086800,40,,
"36061007400, NY",36061007400,36061007400,34,,
"36061023000, NY",36061023000,36061023000,35,,
"36005026100, NY",36005026100,36005026100,49,,
"36047065200, NY",36047065200,36047065200,39,,
"36047118800, NY",36047118800,36047118800,32,,
"36081004001, NY",36081004001,36081004001,34,,
"36005037300, NY",36005037300,36005037300,26,,
"36047000700, NY",36047000700,36047000700,36,,
"36047035602, NY",36047035602,36047035602,61,,
"36047044400, NY",36047044400,36047044400,33,,
"36047039200, NY",36047039200,36047039200,32,,
"36081062900, NY",36081062900,36081062900,31,,
"36061014402, NY",36061014402,36061014402,40,,
"36047074200, NY",36047074200,36047074200,34,,
"36047053200, NY",36047053200,36047053200,38,,
"36047086000, NY",36047086000,36047086000,39,,
"36061005600, NY",36061005600,36061005600,39,,
"36047031300, NY",36047031300,36047031300,43,,
"36047067200, NY",36047067200,36047067200,32,,
"36061021600, NY",36061021600,36061021600,36,,
"36047099400, NY",36047099400,36047099400,36,,
"36081009400, NY",36081009400,36081009400,38,,
"36061010400, NY",36061010400,36061010400,52,,
"36047080000, NY",36047080000,36047080000,40,,
"36005021002, NY",36005021002,36005021002,41,,
"36061012000, NY",36061012000,36061012000,50,,
"36061008400, NY",36061008400,36061008400,31,,
"36047039000, NY",36047039000,36047039000,36,,
"36061010200, NY",36061010200,36061010200,38,,
"36061010000, NY",36061010000,36061010000,38,,
"36081010100, NY",36081010100,36081010100,34,,
"36047075600, NY",36047075600,36047075600,37,,
"36047025000, NY",36047025000,36047025000,43,,
"36047075400, NY",36047075400,36047075400,38,,
"36047075000, NY",36047075000,36047075000,29,,
"36005022800, NY",36005022800,36005022800,33,,
"36047053400, NY",36047053400,36047053400,31,,
"36061012200, NY",36061012200,36061012200,55,,
"36081026600, NY",36081026600,36081026600,42,,
"36081010600, NY",36081010600,36081010600,36,,
"36061010300, NY",36061010300,36061010300,33,,
"36061008000, NY",36061008000,36061008000,38,,
"36047032300, NY",36047032300,36047032300,35,,
"36047053000, NY",36047053000,36047053000,35,,
"36005027700, NY",36005027700,36005027700,33,,
"36047025600, NY",36047025600,36047025600,37,,
"36047112000, NY",36047112000,36047112000,33,,
"36047075200, NY",36047075200,36047075200,41,,
"36047054800, NY",36047054800,36047054800,42,,
"36061008200, NY",36061008200,36061008200,42,,
"36047059600, NY",36047059600,36047059600,47,,
"36047069000, NY",36047069000,36047069000,44,,
"36047024600, NY",36047024600,36047024600,31,,
"36081028900, NY",36081028900,36081028900,40,,
"36047047200, NY",36047047200,36047047200,24,,
"36081052000, NY",36081052000,36081052000,38,,
"36061009500, NY",36061009500,36061009500,26,,
"36081074100, NY",36081074100,36081074100,45,,
"36047089400, NY",36047089400,36047089400,28,,
"36061016600, NY",36061016600,36061016600,32,,
"36047023300, NY",36047023300,36047023300,31,,
"36047022900, NY",36047022900,36047022900,32,,
"36047057800, NY",36047057800,36047057800,42,,
"36081045000, NY",36081045000,36081045000,42,,
"36047007100, NY",36047007100,36047007100,33,,
"36005040100, NY",36005040100,36005040100,31,,
"36081058500, NY",36081058500,36081058500,36,,
"36081041500, NY",36081041500,36081041500,36,,
"36047055800, NY",36047055800,36047055800,46,,
"36081004300, NY",36081004300,36081004300,33,,
"36047056600, NY",36047056600,36047056600,37,,
"36047011200, NY",36047011200,36047011200,32,,
"36047101000, NY",36047101000,36047101000,38,,
"36081071306, NY",36081071306,36081071306,36,,
"36047110600, NY",36047110600,36047110600,27,,
"36081014100, NY",36081014100,36081014100,34,,
"36047078600, NY",36047078600,36047078600,36,,
"36047037300, NY",36047037300,36047037300,33,,
"36005025400, NY",36005025400,36005025400,36,,
"36047074400, NY",36047074400,36047074400,23,,
"36047036200, NY",36047036200,36047036200,32,,
"36047004500, NY",36047004500,36047004500,36,,
"36081013800, NY",36081013800,36081013800,35,,
"36081039900, NY",36081039900,36081039900,29,,
"36005036800, NY",36005036800,36005036800,31,,
"36081044602, NY",36081044602,36081044602,31,,
"36047056200, NY",36047056200,36047056200,44,,
"36081042700, NY",36081042700,36081042700,33,,
"36047057300, NY",36047057300,36047057300,34,,
"36005042800, NY",36005042800,36005042800,40,,
"36081072100, NY",36081072100,36081072100,47,,
"36061025300, NY",36061025300,36061025300,34,,
"36047121400, NY",36047121400,36047121400,25,,
"36005017100, NY",36005017100,36005017100,N/A,,
"36047020600, NY",36047020600,36047020600,41,,
"36081015900, NY",36081015900,36081015900,35,,
"36047081400, NY",36047081400,36047081400,32,,
"36081052200, NY",36081052200,36081052200,37,,
"36081051800, NY",36081051800,36081051800,30,,
"36047025800, NY",36047025800,36047025800,42,,
"36047019700, NY",36047019700,36047019700,41,,
"36047084000, NY",36047084000,36047084000,35,,
"36047082200, NY",36047082200,36047082200,34,,
"36047023800, NY",36047023800,36047023800,27,,
"36047042600, NY",36047042600,36047042600,44,,
"36047023600, NY",36047023600,36047023600,23,,
"36047050500, NY",36047050500,36047050500,36,,
"36047023400, NY",36047023400,36047023400,22,,
"36005012500, NY",36005012500,36005012500,27,,
"36047024000, NY",36047024000,36047024000,25,,
"36005026601, NY",36005026601,36005026601,44,,
"36005044800, NY",36005044800,36005044800,43,,
"36047052600, NY",36047052600,36047052600,34,,
"36047055400, NY",36047055400,36047055400,35,,
"36047018100, NY",36047018100,36047018100,36,,
"36047016700, NY",36047016700,36047016700,38,,
"36081037100, NY",36081037100,36081037100,33,,
"36047046400, NY",36047046400,36047046400,20,,
"36061006700, NY",36061006700,36061006700,34,,
"36061005200, NY",36061005200,36061005200,30,,
"36047054700, NY",36047054700,36047054700,25,,
"36047001100, NY",36047001100,36047001100,31,,
"36047068000, NY",36047068000,36047068000,31,,
"36047024900, NY",36047024900,36047024900,35,,
"36047112600, NY",36047112600,36047112600,28,,
"36047032500, NY",36047032500,36047032500,34,,
"36047043300, NY",36047043300,36047043300,28,,
"36047043100, NY",36047043100,36047043100,29,,
"36005003700, NY",36005003700,36005003700,45,,
"36047042000, NY",36047042000,36047042000,25,,
"36061005400, NY",36061005400,36061005400,40,,
"36047042900, NY",36047042900,36047042900,29,,
"36047043500, NY",36047043500,36047043500,28,,
"36081050201, NY",36081050201,36081050201,40,,
"36005013500, NY",36005013500,36005013500,32,,
"36047040900, NY",36047040900,36047040900,31,,
"36047078200, NY",36047078200,36047078200,38,,
"36005037400, NY",36005037400,36005037400,32,,
"36047042500, NY",36047042500,36047042500,28,,
"36047021600, NY",36047021600,36047021600,25,,
"36047054500, NY",36047054500,36047054500,28,,
"36047021400, NY",36047021400,36047021400,26,,
"36047003700, NY",36047003700,36047003700,31,,
"36047011400, NY",36047011400,36047011400,31,,
"36047053700, NY",36047053700,36047053700,18,,
"36081023000, NY",36081023000,36081023000,37,,
"36047015700, NY",36047015700,36047015700,35,,
"36081074500, NY",36081074500,36081074500,39,,
"36047055200, NY",36047055200,36047055200,43,,
"36047078400, NY",36047078400,36047078400,41,,
"36047043700, NY",36047043700,36047043700,28,,
"36047022800, NY",36047022800,36047022800,21,,
"36047091200, NY",36047091200,36047091200,25,,
"36081003200, NY",36081003200,36081003200,34,,
"36061005000, NY",36061005000,36061005000,38,,
"36047088400, NY",36047088400,36047088400,34,,
"36047024500, NY",36047024500,36047024500,35,,
"36047083800, NY",36047083800,36047083800,40,,
"36005021602, NY",36005021602,36005021602,40,,
"36081036500, NY",36081036500,36081036500,31,,
"36047044300, NY",36047044300,36047044300,30,,
"36005026702, NY",36005026702,36005026702,32,,
"36081116700, NY",36081116700,36081116700,38,,
"36005011900, NY",36005011900,36005011900,27,,
"36047084600, NY",36047084600,36047084600,51,,
"36081005500, NY",36081005500,36081005500,35,,
"36047004300, NY",36047004300,36047004300,35,,
"36047039100, NY",36047039100,36047039100,30,,
"36047044500, NY",36047044500,36047044500,31,,
"36047080600, NY",36047080600,36047080600,25,,
"36081028000, NY",36081028000,36081028000,33,,
"36047115200, NY",36047115200,36047115200,29,,
"36005017300, NY",36005017300,36005017300,32,,
"36047067800, NY",36047067800,36047067800,43,,
"36047065000, NY",36047065000,36047065000,39,,
"36061008900, NY",36061008900,36061008900,37,,
"36005021302, NY",36005021302,36005021302,28,,
"36061004700, NY",36061004700,36061004700,41,,
"36061008700, NY",36061008700,36061008700,34,,
"36061007300, NY",36061007300,36061007300,40,,
"36047026600, NY",36047026600,36047026600,41,,
"36047028900, NY",36047028900,36047028900,32,,
"36047014100, NY",36047014100,36047014100,33,,
"36047049700, NY",36047049700,36047049700,32,,
"36081058900, NY",36081058900,36081058900,31,,
"36081003100, NY",36081003100,36081003100,37,,
"36047064600, NY",36047064600,36047064600,31,,
"36061007100, NY",36061007100,36061007100,38,,
"36047049200, NY",36047049200,36047049200,31,,
"36047018200, NY",36047018200,36047018200,36,,
"36005006400, NY",36005006400,36005006400,33,,
"36081011000, NY",36081011000,36081011000,37,,
"36081009500, NY",36081009500,36081009500,36,,
"36047093600, NY",36047093600,36047093600,39,,
"36005021601, NY",36005021601,36005021601,35,,
"36047041200, NY",36047041200,36047041200,36,,
"36005016400, NY",36005016400,36005016400,45,,
"36081043900, NY",36081043900,36081043900,29,,
"36047003300, NY",36047003300,36047003300,33,,
"36047029100, NY",36047029100,36047029100,31,,
"36047029500, NY",36047029500,36047029500,37,,
"36047050600, NY",36047050600,36047050600,32,,
"36047029300, NY",36047029300,36047029300,44,,
"36081049301, NY",36081049301,36081049301,39,,
"36047042800, NY",36047042800,36047042800,43,,
"36047078000, NY",36047078000,36047078000,38,,
"36047053800, NY",36047053800,36047053800,44,,
"36081014800, NY",36081014800,36081014800,37,,
"36047041800, NY",36047041800,36047041800,33,,
"36047028400, NY",36047028400,36047028400,42,,
"36005015800, NY",36005015800,36005015800,37,,
"36047017800, NY",36047017800,36047017800,33,,
"36047034500, NY",36047034500,36047034500,34,,
"36047099000, NY",36047099000,36047099000,33,,
"36047012700, NY",36047012700,36047012700,33,,
"36081055900, NY",36081055900,36081055900,29,,
"36061027700, NY",36061027700,36061027700,43,,
"36047097000, NY",36047097000,36047097000,40,,
"36081120100, NY",36081120100,36081120100,39,,
"36047034900, NY",36047034900,36047034900,32,,
"36005036100, NY",36005036100,36005036100,29,,
"36047077000, NY",36047077000,36047077000,34,,
"36047035300, NY",36047035300,36047035300,33,,
"36047058600, NY",36047058600,36047058600,40,,
"36047027400, NY",36047027400,36047027400,45,,
"36047038900, NY",36047038900,36047038900,30,,
"36047035100, NY",36047035100,36047035100,35,,
"36047039600, NY",36047039600,36047039600,33,,
"36047041500, NY",36047041500,36047041500,30,,
"36047102200, NY",36047102200,36047102200,39,,
"36047026000, NY",36047026000,36047026000,43,,
"36081071304, NY",36081071304,36081071304,45,,
"36047081000, NY",36047081000,36047081000,39,,
"36047013800, NY",36047013800,36047013800,36,,
"36005033800, NY",36005033800,36005033800,33,,
"36047111800, NY",36047111800,36047111800,32,,
"36081012500, NY",36081012500,36081012500,33,,
"36047041300, NY",36047041300,36047041300,34,,
"36047112200, NY",36047112200,36047112200,34,,
"36047041600, NY",36047041600,36047041600,32,,
"36047027700, NY",36047027700,36047027700,29,,
"36047074000, NY",36047074000,36047074000,31,,
"36047034300, NY",36047034300,36047034300,32,,
"36047027500, NY",36047027500,36047027500,35,,
"36047004100, NY",36047004100,36047004100,38,,
"36047006200, NY",36047006200,36047006200,40,,
"36047028100, NY",36047028100,36047028100,28,,
"36047027900, NY",36047027900,36047027900,35,,
"36047025300, NY",36047025300,36047025300,31,,
"36061002201, NY",36061002201,36061002201,40,,
"36005013300, NY",36005013300,36005013300,29,,
"36047098800, NY",36047098800,36047098800,36,,
"36081011800, NY",36081011800,36081011800,33,,
"36047053100, NY",36047053100,36047053100,14,,
"36081054900, NY",36081054900,36081054900,30,,
"36047000900, NY",36047000900,36047000900,33,,
"36047076400, NY",36047076400,36047076400,37,,
"36081001000, NY",36081001000,36081001000,34,,
"36047058200, NY",36047058200,36047058200,33,,
"36005021700, NY",36005021700,36005021700,34,,
"36081007900, NY",36081007900,36081007900,32,,
"36081045600, NY",36081045600,36081045600,39,,
"36047042400, NY",36047042400,36047042400,37,,
"36047121000, NY",36047121000,36047121000,29,,
"36047101200, NY",36047101200,36047101200,36,,
"36047092200, NY",36047092200,36047092200,39,,
"36061003400, NY",36061003400,36061003400,35,,
"36081066900, NY",36081066900,36081066900,45,,
"36005023000, NY",36005023000,36005023000,31,,
"36081056200, NY",36081056200,36081056200,36,,
"36047027800, NY",36047027800,36047027800,37,,
"36047114600, NY",36047114600,36047114600,33,,
"36081012800, NY",36081012800,36081012800,32,,
"36047011600, NY",36047011600,36047011600,37,,
"36047032100, NY",36047032100,36047032100,31,,
"36005037000, NY",36005037000,36005037000,38,,
"36047115600, NY",36047115600,36047115600,26,,
"36047039500, NY",36047039500,36047039500,31,,
"36005026300, NY",36005026300,36005026300,34,,
"36047073200, NY",36047073200,36047073200,37,,
"36047020500, NY",36047020500,36047020500,33,,
"36047043000, NY",36047043000,36047043000,40,,
"36047026500, NY",36047026500,36047026500,33,,
"36047040100, NY",36047040100,36047040100,31,,
"36047026700, NY",36047026700,36047026700,39,,
"36081046300, NY",36081046300,36081046300,33,,
"36047023100, NY",36047023100,36047023100,30,,
"36047116600, NY",36047116600,36047116600,25,,
"36047044700, NY",36047044700,36047044700,27,,
"36005034000, NY",36005034000,36005034000,33,,
"36047039700, NY",36047039700,36047039700,36,,
"36047058800, NY",36047058800,36047058800,43,,
"36005044901, NY",36005044901,36005044901,38,,
"36047051100, NY",36047051100,36047051100,34,,
"36061025100, NY",36061025100,36061025100,36,,
"36081071900, NY",36081071900,36081071900,41,,
"36047017900, NY",36047017900,36047017900,38,,
"36047037500, NY",36047037500,36047037500,27,,
"36047057400, NY",36047057400,36047057400,46,,
"36081041300, NY",36081041300,36081041300,30,,
"36081059000, NY",36081059000,36081059000,44,,
"36081027600, NY",36081027600,36081027600,31,,
"36047085600, NY",36047085600,36047085600,41,,
"36081047100, NY",36081047100,36081047100,38,,
"36047058000, NY",36047058000,36047058000,37,,
"36047057600, NY",36047057600,36047057600,43,,
"36047115000, NY",36047115000,36047115000,32,,
"36061029300, NY",36061029300,36061029300,33,,
"36047059000, NY",36047059000,36047059000,35,,
"36061026300, NY",36061026300,36061026300,39,,
"36047072000, NY",36047072000,36047072000,34,,
"36005002702, NY",36005002702,36005002702,26,,
"36005034400, NY",36005034400,36005034400,35,,
"36047011000, NY",36047011000,36047011000,28,,
"36005038200, NY",36005038200,36005038200,32,,
"36081028500, NY",36081028500,36081028500,43,,
"36047081800, NY",36047081800,36047081800,32,,
"36061030300, NY",36061030300,36061030300,37,,
"36081036100, NY",36081036100,36081036100,31,,
"36005044902, NY",36005044902,36005044902,32,,
"36005034200, NY",36005034200,36005034200,34,,
"36081010800, NY",36081010800,36081010800,39,,
"36047021800, NY",36047021800,36047021800,19,,
"36047026200, NY",36047026200,36047026200,37,,
"36005008400, NY",36005008400,36005008400,32,,
"36081062700, NY",36081062700,36081062700,37,,
"36061022302, NY",36061022302,36061022302,35,,
"36047092800, NY",36047092800,36047092800,43,,
"36081086500, NY",36081086500,36081086500,49,,
"36005006800, NY",36005006800,36005006800,31,,
"36005012901, NY",36005012901,36005012901,26,,
"36061026100, NY",36061026100,36061026100,34,,
"36081023800, NY",36081023800,36081023800,35,,
"36047003900, NY",36047003900,36047003900,35,,
"36047078800, NY",36047078800,36047078800,37,,
"36005003100, NY",36005003100,36005003100,34,,
"36081000200, NY",36081000200,36081000200,35,,
"36047102000, NY",36047102000,36047102000,40,,
"36081062300, NY",36081062300,36081062300,42,,
"36047068800, NY",36047068800,36047068800,42,,
"36047082800, NY",36047082800,36047082800,36,,
"36047055300, NY",36047055300,36047055300,32,,
"36047086600, NY",36047086600,36047086600,37,,
"36047013100, NY",36047013100,36047013100,35,,
"36047032900, NY",36047032900,36047032900,35,,
"36005021502, NY",36005021502,36005021502,31,,
"36005028700, NY",36005028700,36005028700,35,,
"36061016100, NY",36061016100,36061016100,38,,
"36047006700, NY",36047006700,36047006700,37,,
"36047022600, NY",36047022600,36047022600,30,,
"36005014900, NY",36005014900,36005014900,30,,
"36047098600, NY",36047098600,36047098600,37,,
"36047043800, NY",36047043800,36047043800,32,,
"36005043600, NY",36005043600,36005043600,39,,
"36047087000, NY",36047087000,36047087000,40,,
"36081037500, NY",36081037500,36081037500,34,,
"36081118500, NY",36081118500,36081118500,41,,
"36081035300, NY",36081035300,36081035300,37,,
"36081055100, NY",36081055100,36081055100,33,,
"36047067600, NY",36047067600,36047067600,41,,
"36047024400, NY",36047024400,36047024400,28,,
"36047115800, NY",36047115800,36047115800,37,,
"36047101400, NY",36047101400,36047101400,41,,
"36081060100, NY",36081060100,36081060100,42,,
"36047021500, NY",36047021500,36047021500,36,,
"36047013200, NY",36047013200,36047013200,37,,
"36047024300, NY",36047024300,36047024300,36,,
"36047029000, NY",36047029000,36047029000,37,,
"36047089800, NY",36047089800,36047089800,34,,
"36047002000, NY",36047002000,36047002000,31,,
"36061021303, NY",36061021303,36061021303,36,,
"36005039901, NY",36005039901,36005039901,34,,
"36047048000, NY",36047048000,36047048000,30,,
"36047117000, NY",36047117000,36047117000,31,,
"36081006502, NY",36081006502,36081006502,33,,
"36081027200, NY",36081027200,36081027200,32,,
"36081045500, NY",36081045500,36081045500,37,,
"36047041402, NY",36047041402,36047041402,42,,
"36061022600, NY",36061022600,36061022600,37,,
"36081020600, NY",36081020600,36081020600,39,,
"36047006600, NY",36047006600,36047006600,38,,
"36047042100, NY",36047042100,36047042100,31,,
"36047045600, NY",36047045600,36047045600,35,,
"36047113400, NY",36047113400,36047113400,25,,
"36047040400, NY",36047040400,36047040400,48,,
"36047065600, NY",36047065600,36047065600,36,,
"36081040900, NY",36081040900,36081040900,31,,
"36005024600, NY",36005024600,36005024600,43,,
"36081005000, NY",36081005000,36081005000,N/A,,
"36061009400, NY",36061009400,36061009400,84,,
"36047064000, NY",36047064000,36047064000,37,,
"36047041900, NY",36047041900,36047041900,29,,
"36047120200, NY",36047120200,36047120200,34,,
"36047065800, NY",36047065800,36047065800,39,,
"36081050202, NY",36081050202,36081050202,42,,
"36005021100, NY",36005021100,36005021100,29,,
"36047040800, NY",36047040800,36047040800,36,,
"36047028800, NY",36047028800,36047028800,40,,
"36081029300, NY",36081029300,36081029300,41,,
"36047013700, NY",36047013700,36047013700,35,,
"36047117601, NY",36047117601,36047117601,31,,
"36005017500, NY",36005017500,36005017500,27,,
"36047010200, NY",36047010200,36047010200,32,,
"36047086400, NY",36047086400,36047086400,38,,
"36005024300, NY",36005024300,36005024300,32,,
"36047010400, NY",36047010400,36047010400,36,,
"36047006000, NY",36047006000,36047006000,37,,
"36047066000, NY",36047066000,36047066000,40,,
"36047100600, NY",36047100600,36047100600,36,,
"36047117202, NY",36047117202,36047117202,35,,
"36047013500, NY",36047013500,36047013500,35,,
"36081046900, NY",36081046900,36081046900,35,,
"36081001600, NY",36081001600,36081001600,36,,
"36005042000, NY",36005042000,36005042000,35,,
"36047048100, NY",36047048100,36047048100,34,,
"36047116000, NY",36047116000,36047116000,36,,
"36061022700, NY",36061022700,36061022700,33,,
"36047087800, NY",36047087800,36047087800,40,,
"36005003300, NY",36005003300,36005003300,29,,
"36047031900, NY",36047031900,36047031900,31,,
"36047039900, NY",36047039900,36047039900,29,,
"36047013900, NY",36047013900,36047013900,32,,
"36047064800, NY",36047064800,36047064800,39,,
"36047065400, NY",36047065400,36047065400,44,,
"36081032700, NY",36081032700,36081032700,37,,
"36081033900, NY",36081033900,36081033900,45,,
"36081033700, NY",36081033700,36081033700,33,,
"36081011100, NY",36081011100,36081011100,32,,
"36081025700, NY",36081025700,36081025700,39,,
"36005020601, NY",36005020601,36005020601,37,,
"36047073400, NY",36047073400,36047073400,37,,
"36047009400, NY",36047009400,36047009400,34,,
"36047009800, NY",36047009800,36047009800,29,,
"36047010800, NY",36047010800,36047010800,35,,
"36047010000, NY",36047010000,36047010000,31,,
"36081045700, NY",36081045700,36081045700,37,,
"36047023000, NY",36047023000,36047023000,25,,
"36047010600, NY",36047010600,36047010600,31,,
"36047009600, NY",36047009600,36047009600,31,,
"36047120000, NY",36047120000,36047120000,38,,
"36047015300, NY",36047015300,36047015300,37,,
"36081055500, NY",36081055500,36081055500,33,,
"36081013600, NY",36081013600,36081013600,40,,
"36047022100, NY",36047022100,36047022100,33,,
"36005038100, NY",36005038100,36005038100,34,,
"36081015400, NY",36081015400,36081015400,32,,
"36047021000, NY",36047021000,36047021000,39,,
"36081043701, NY",36081043701,36081043701,40,,
"36047027300, NY",36047027300,36047027300,40,,
"36047015500, NY",36047015500,36047015500,35,,
"36005038800, NY",36005038800,36005038800,35,,
"36061004300, NY",36061004300,36061004300,35,,
"36061020600, NY",36061020600,36061020600,37,,
"36047015100, NY",36047015100,36047015100,35,,
"36047042700, NY",36047042700,36047042700,28,,
"36061020800, NY",36061020800,36061020800,34,,
"36081086100, NY",36081086100,36081086100,43,,
"36047028700, NY",36047028700,36047028700,33,,
"36047027600, NY",36047027600,36047027600,32,,
"36005004800, NY",36005004800,36005004800,35,,
"36061018800, NY",36061018800,36061018800,30,,
"36047089600, NY",36047089600,36047089600,30,,
"36047096800, NY",36047096800,36047096800,36,,
"36047018400, NY",36047018400,36047018400,43,,
"36005019700, NY",36005019700,36005019700,25,,
"36047100800, NY",36047100800,36047100800,38,,
"36047043200, NY",36047043200,36047043200,37,,
"36047082000, NY",36047082000,36047082000,32,,
"36047013300, NY",36047013300,36047013300,35,,
"36047009000, NY",36047009000,36047009000,33,,
"36005024700, NY",36005024700,36005024700,34,,
"36081014700, NY",36081014700,36081014700,38,,
"36081002600, NY",36081002600,36081002600,33,,
"36081015500, NY",36081015500,36081015500,35,,
"36047012100, NY",36047012100,36047012100,34,,
"36081002200, NY",36081002200,36081002200,39,,
"36047068600, NY",36047068600,36047068600,45,,
"36047077400, NY",36047077400,36047077400,34,,
"36081003900, NY",36081003900,36081003900,36,,
"36081012601, NY",36081012601,36081012601,32,,
"36081015000, NY",36081015000,36081015000,36,,
"36081012602, NY",36081012602,36081012602,40,,
"36081037700, NY",36081037700,36081037700,31,,
"36047007000, NY",36047007000,36047007000,40,,
"36047087200, NY",36047087200,36047087200,42,,
"36081012000, NY",36081012000,36081012000,37,,
"36047021900, NY",36047021900,36047021900,32,,
"36061028300, NY",36061028300,36061028300,40,,
"36047040600, NY",36047040600,36047040600,35,,
