Census Tract,FIPS Code,Formatted FIPS,Estimated per capita income between 2010-2014.
"36005024100, NY",36005024100,36005024100,10080
"36047041100, NY",36047041100,36047041100,16452
"36047079602, NY",36047079602,36047079602,16727
"36047041401, NY",36047041401,36047041401,25175
"36081063301, NY",36081063301,36081063301,31657
"36047008200, NY",36047008200,36047008200,18802
"36047020000, NY",36047020000,36047020000,25545
"36047020200, NY",36047020200,36047020200,31174
"36047020400, NY",36047020400,36047020400,29117
"36047019800, NY",36047019800,36047019800,28865
"36047099200, NY",36047099200,36047099200,22793
"36081069300, NY",36081069300,36081069300,32563
"36047026900, NY",36047026900,36047026900,29382
"36081015100, NY",36081015100,36081015100,35452
"36047027000, NY",36047027000,36047027000,21118
"36081063302, NY",36081063302,36081063302,34176
"36081066100, NY",36081066100,36081066100,39042
"36081044301, NY",36081044301,36081044301,14323
"36047085800, NY",36047085800,36047085800,19370
"36047015000, NY",36047015000,36047015000,34530
"36047014800, NY",36047014800,36047014800,38549
"36005020900, NY",36005020900,36005020900,14991
"36047003500, NY",36047003500,36047003500,42890
"36081085700, NY",36081085700,36081085700,17307
"36081071305, NY",36081071305,36081071305,42429
"36047045400, NY",36047045400,36047045400,20975
"36047027200, NY",36047027200,36047027200,22692
"36047100400, NY",36047100400,36047100400,27710
"36047118600, NY",36047118600,36047118600,13469
"36047093800, NY",36047093800,36047093800,21280
"36061018500, NY",36061018500,36061018500,70196
"36081085500, NY",36081085500,36081085500,24888
"36081054700, NY",36081054700,36081054700,19821
"36081005200, NY",36081005200,36081005200,20786
"36005037800, NY",36005037800,36005037800,17842
"36047087401, NY",36047087401,36047087401,16275
"36005014300, NY",36005014300,36005014300,10627
"36081046500, NY",36081046500,36081046500,19471
"36047053500, NY",36047053500,36047053500,8109
"36061020000, NY",36061020000,36061020000,44434
"36081069701, NY",36081069701,36081069701,28887
"36005028100, NY",36005028100,36005028100,29501
"36047079801, NY",36047079801,36047079801,37668
"36081007500, NY",36081007500,36081007500,36856
"36081040500, NY",36081040500,36081040500,12000
"36047034000, NY",36047034000,36047034000,11466
"36047049500, NY",36047049500,36047049500,40468
"36047117201, NY",36047117201,36047117201,19150
"36081004002, NY",36081004002,36081004002,17919
"36081015700, NY",36081015700,36081015700,27676
"36047085400, NY",36047085400,36047085400,23608
"36047046201, NY",36047046201,36047046201,21237
"36005002500, NY",36005002500,36005002500,10549
"36081014500, NY",36081014500,36081014500,30041
"36047056900, NY",36047056900,36047056900,40289
"36081025301, NY",36081025301,36081025301,34338
"36081059900, NY",36081059900,36081059900,31552
"36005037600, NY",36005037600,36005037600,19084
"36047012902, NY",36047012902,36047012902,52188
"36081007700, NY",36081007700,36081007700,35418
"36005040800, NY",36005040800,36005040800,14813
"36005035900, NY",36005035900,36005035900,12981
"36047118201, NY",36047118201,36047118201,14432
"36047036501, NY",36047036501,36047036501,21490
"36005025300, NY",36005025300,36005025300,13623
"36061015801, NY",36061015801,36061015801,131145
"36061016001, NY",36061016001,36061016001,185812
"36061014802, NY",36061014802,36061014802,101959
"36061015002, NY",36061015002,36061015002,148742
"36047083400, NY",36047083400,36047083400,29739
"36005022403, NY",36005022403,36005022403,18137
"36047052500, NY",36047052500,36047052500,12849
"36047050300, NY",36047050300,36047050300,40733
"36005020200, NY",36005020200,36005020200,21843
"36047003600, NY",36047003600,36047003600,36784
"36061005501, NY",36061005501,36061005501,72739
"36047118202, NY",36047118202,36047118202,20264
"36061003001, NY",36061003001,36061003001,58954
"36005004001, NY",36005004001,36005004001,23570
"36081049500, NY",36081049500,36081049500,28722
"36005039902, NY",36005039902,36005039902,12466
"36047111000, NY",36047111000,36047111000,14241
"36005023100, NY",36005023100,36005023100,9974
"36005034300, NY",36005034300,36005034300,26623
"36061018600, NY",36061018600,36061018600,16162
"36047028300, NY",36047028300,36047028300,15342
"36081015300, NY",36081015300,36081015300,37621
"36061028500, NY",36061028500,36061028500,17041
"36081011400, NY",36081011400,36081011400,19713
"36005041100, NY",36005041100,36005041100,17364
"36005023301, NY",36005023301,36005023301,13046
"36061001200, NY",36061001200,36061001200,38856
"36047036502, NY",36047036502,36047036502,25233
"36005022901, NY",36005022901,36005022901,12740
"36047028502, NY",36047028502,36047028502,13089
"36047021700, NY",36047021700,36047021700,29673
"36047026300, NY",36047026300,36047026300,21218
"36005015500, NY",36005015500,36005015500,11933
"36005022701, NY",36005022701,36005022701,12162
"36047056800, NY",36047056800,36047056800,33847
"36081056500, NY",36081056500,36081056500,17242
"36047063200, NY",36047063200,36047063200,30377
"36005012101, NY",36005012101,36005012101,11550
"36005014702, NY",36005014702,36005014702,6816
"36005013000, NY",36005013000,36005013000,34590
"36061005900, NY",36061005900,36061005900,124636
"36061020901, NY",36061020901,36061020901,15922
"36047051601, NY",36047051601,36047051601,14414
"36005033202, NY",36005033202,36005033202,17270
"36061005502, NY",36061005502,36061005502,109609
"36047012801, NY",36047012801,36047012801,24102
"36005033201, NY",36005033201,36005033201,25527
"36081026901, NY",36081026901,36081026901,19952
"36081054500, NY",36081054500,36081054500,20442
"36005005002, NY",36005005002,36005005002,13955
"36061001402, NY",36061001402,36061001402,30503
"36081050500, NY",36081050500,36081050500,35902
"36047114202, NY",36047114202,36047114202,16095
"36047063600, NY",36047063600,36047063600,50156
"36047008600, NY",36047008600,36047008600,N/A
"36005007700, NY",36005007700,36005007700,14122
"36047009200, NY",36047009200,36047009200,16515
"36081046100, NY",36081046100,36081046100,18176
"36047018600, NY",36047018600,36047018600,30683
"36005018302, NY",36005018302,36005018302,15947
"36047098400, NY",36047098400,36047098400,25808
"36047101600, NY",36047101600,36047101600,31898
"36081008100, NY",36081008100,36081008100,27801
"36047003000, NY",36047003000,36047003000,33052
"36005024501, NY",36005024501,36005024501,12072
"36081011900, NY",36081011900,36081011900,29900
"36081006501, NY",36081006501,36081006501,36088
"36081079701, NY",36081079701,36081079701,27114
"36081003000, NY",36081003000,36081003000,19618
"36047079601, NY",36047079601,36047079601,25496
"36005008900, NY",36005008900,36005008900,10388
"36061014602, NY",36061014602,36061014602,88796
"36061015602, NY",36061015602,36061015602,30470
"36061023400, NY",36061023400,36061023400,21682
"36061005700, NY",36061005700,36061005700,127749
"36005012701, NY",36005012701,36005012701,11929
"36047014700, NY",36047014700,36047014700,39930
"36081016100, NY",36081016100,36081016100,21624
"36005017701, NY",36005017701,36005017701,11709
"36047051002, NY",36047051002,36047051002,19955
"36081014900, NY",36081014900,36081014900,34992
"36047094402, NY",36047094402,36047094402,14541
"36047079802, NY",36047079802,36047079802,21990
"36061002601, NY",36061002601,36061002601,36559
"36061024301, NY",36061024301,36061024301,21321
"36061004500, NY",36061004500,36061004500,123774
"36005002300, NY",36005002300,36005002300,9724
"36047018501, NY",36047018501,36047018501,13278
"36005020502, NY",36005020502,36005020502,16318
"36061019000, NY",36061019000,36061019000,41246
"36005015900, NY",36005015900,36005015900,12528
"36061002602, NY",36061002602,36061002602,54503
"36047002901, NY",36047002901,36047002901,8364
"36081076902, NY",36081076902,36081076902,49212
"36047050804, NY",36047050804,36047050804,23791
"36005042901, NY",36005042901,36005042901,14078
"36081025302, NY",36081025302,36081025302,22935
"36047053900, NY",36047053900,36047053900,13575
"36061017401, NY",36061017401,36061017401,24567
"36005023703, NY",36005023703,36005023703,12508
"36005024502, NY",36005024502,36005024502,10281
"36047006300, NY",36047006300,36047006300,52950
"36005021200, NY",36005021200,36005021200,25009
"36085008900, NY",36085008900,36085008900,N/A
"36061003601, NY",36061003601,36061003601,46917
"36061022102, NY",36061022102,36061022102,35815
"36061011402, NY",36061011402,36061011402,134510
"36061011401, NY",36061011401,36061011401,173879
"36081018501, NY",36081018501,36081018501,32911
"36005036502, NY",36005036502,36005036502,12221
"36081018502, NY",36081018502,36081018502,32149
"36081018101, NY",36081018101,36081018101,20476
"36005005001, NY",36005005001,36005005001,14314
"36047004900, NY",36047004900,36047004900,58717
"36047000502, NY",36047000502,36047000502,75032
"36005018102, NY",36005018102,36005018102,13371
"36005042902, NY",36005042902,36005042902,15862
"36005039200, NY",36005039200,36005039200,15006
"36081018102, NY",36081018102,36081018102,36878
"36005023502, NY",36005023502,36005023502,12826
"36005038301, NY",36005038301,36005038301,13342
"36005036501, NY",36005036501,36005036501,10751
"36047036001, NY",36047036001,36047036001,28851
"36005022902, NY",36005022902,36005022902,10786
"36005036901, NY",36005036901,36005036901,9707
"36061001401, NY",36061001401,36061001401,62230
"36061028100, NY",36061028100,36061028100,62136
"36005016900, NY",36005016900,36005016900,15751
"36005036700, NY",36005036700,36005036700,10568
"36005022404, NY",36005022404,36005022404,24053
"36005023600, NY",36005023600,36005023600,14659
"36005022300, NY",36005022300,36005022300,14754
"36047048900, NY",36047048900,36047048900,10256
"36047051602, NY",36047051602,36047051602,16734
"36081064101, NY",36081064101,36081064101,31890
"36081024700, NY",36081024700,36081024700,18021
"36005021501, NY",36005021501,36005021501,11695
"36061003602, NY",36061003602,36061003602,55053
"36005040303, NY",36005040303,36005040303,15045
"36047036002, NY",36047036002,36047036002,18061
"36061004200, NY",36061004200,36061004200,59939
"36005022401, NY",36005022401,36005022401,21865
"36061030700, NY",36061030700,36061030700,44551
"36047000501, NY",36047000501,36047000501,67377
"36061020102, NY",36061020102,36061020102,38282
"36005002701, NY",36005002701,36005002701,9575
"36047028501, NY",36047028501,36047028501,25085
"36047076600, NY",36047076600,36047076600,21119
"36005040501, NY",36005040501,36005040501,14096
"36047018700, NY",36047018700,36047018700,46373
"36047025901, NY",36047025901,36047025901,19148
"36005022102, NY",36005022102,36005022102,8824
"36061011201, NY",36061011201,36061011201,197008
"36047061003, NY",36047061003,36047061003,19720
"36061000100, NY",36061000100,36061000100,N/A
"36061003002, NY",36061003002,36061003002,43058
"36081026902, NY",36081026902,36081026902,18906
"36061011202, NY",36061011202,36061011202,247852
"36047050801, NY",36047050801,36047050801,18003
"36061011203, NY",36061011203,36061011203,134209
"36005017902, NY",36005017902,36005017902,10431
"36005018101, NY",36005018101,36005018101,14125
"36005017901, NY",36005017901,36005017901,12628
"36047051001, NY",36047051001,36047051001,21293
"36061025900, NY",36061025900,36061025900,33982
"36061014601, NY",36061014601,36061014601,83502
"36061014401, NY",36061014401,36061014401,108768
"36061015601, NY",36061015601,36061015601,65265
"36005005300, NY",36005005300,36005005300,9762
"36005026701, NY",36005026701,36005026701,18113
"36005005902, NY",36005005902,36005005902,19521
"36061021500, NY",36061021500,36061021500,18663
"36005022101, NY",36005022101,36005022101,13267
"36005036902, NY",36005036902,36005036902,12336
"36081057900, NY",36081057900,36081057900,21490
"36005018301, NY",36005018301,36005018301,21106
"36005023704, NY",36005023704,36005023704,11419
"36005040304, NY",36005040304,36005040304,13919
"36005021301, NY",36005021301,36005021301,14865
"36085013301, NY",36085013301,36085013301,7554
"36005023501, NY",36005023501,36005023501,17310
"36047007200, NY",36047007200,36047007200,10974
"36061014700, NY",36061014700,36061014700,110199
"36005023302, NY",36005023302,36005023302,10583
"36061023900, NY",36061023900,36061023900,22543
"36047035601, NY",36047035601,36047035601,27582
"36005003800, NY",36005003800,36005003800,21272
"36005040302, NY",36005040302,36005040302,14314
"36061024900, NY",36061024900,36061024900,13633
"36061002700, NY",36061002700,36061002700,36251
"36047025902, NY",36047025902,36047025902,7747
"36005040701, NY",36005040701,36005040701,14136
"36061002202, NY",36061002202,36061002202,78740
"36047050803, NY",36047050803,36047050803,21286
"36061020101, NY",36061020101,36061020101,24460
"36061014801, NY",36061014801,36061014801,156754
"36061015001, NY",36061015001,36061015001,135575
"36061015802, NY",36061015802,36061015802,64073
"36061016002, NY",36061016002,36061016002,80296
"36005012102, NY",36005012102,36005012102,9206
"36061017402, NY",36061017402,36061017402,23629
"36005022702, NY",36005022702,36005022702,18873
"36005023702, NY",36005023702,36005023702,10971
"36061019702, NY",36061019702,36061019702,42867
"36061020701, NY",36061020701,36061020701,35196
"36061026700, NY",36061026700,36061026700,15786
"36005022703, NY",36005022703,36005022703,17439
"36061023502, NY",36061023502,36061023502,20719
,,,
"Location: New York (City, 2010)",,,
,,,
Census Tract Boundary Year: 2010,,,
,,,
Indicator source: Census,,,
http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS),,,
,,,
"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:",,,
https://www.policymap.com/terms/,,,
https://www.policymap.com/citing/,,,
